@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric

@data
1195,'2023/12/10 17:57:44:408',2,0.443457,-0.127671,-0.485807,0.090278,0.626798,-0.369782,0.569613,-0.521345,-0.589917,-0.919521,-0.130034,-0.489347,-0.756875,0.291063,0.020647,-0.655112,-0.555777,-0.961026,0.325798,-0.35366,-0.323422,0.274666,-0.061835,-0.24769,-0.426952,-0.387284,0.426283,-0.109449,-0.602126,-0.662181,0.668351,1.001056,0,?,0.69,0,0.73,0.7,0.12,0.5
1196,'2023/12/10 17:57:50:004',2,0.110471,0.101344,0.313354,0.632743,0.466974,0.100762,-0.861187,-0.102471,0.104079,-0.663183,-0.317804,0.739448,-0.480661,-0.307513,-0.443765,-0.475925,0.378667,-0.023591,0.722001,0.753674,-0.316988,-0.218898,0.772237,-0.728324,0.628973,-0.858888,0.356146,-0.022269,-0.340298,-0.264068,0.105935,1.108576,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1197,'2023/12/10 17:57:50:103',2,0.100895,0.155378,0.323952,0.787134,0.497114,-0.193837,-0.702957,-0.231956,0.064001,-0.59888,-0.359557,0.695796,-0.484704,-0.128133,-0.352427,-0.455518,0.443025,0.105716,0.691113,0.757556,-0.323887,-0.126138,0.883656,-0.723606,0.602371,-0.727264,0.32781,-0.081381,-0.309763,-0.266351,-0.036956,1.088959,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1198,'2023/12/10 17:57:50:204',2,0.045271,0.262922,0.315259,0.906785,0.491713,-0.203929,-0.573039,-0.238294,-0.048231,-0.489772,-0.38733,0.412155,-0.479075,0.003482,-0.253888,-0.417573,0.458115,0.228986,0.743154,0.736932,-0.340264,0.056475,1.041988,-0.716217,0.59147,-0.574479,0.395191,-0.126349,-0.321459,-0.309112,0.006063,1.070324,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1199,'2023/12/10 17:57:50:303',2,-0.040885,0.409293,0.27966,0.931243,0.38842,-0.295086,-0.465864,-0.124666,-0.114074,-0.357057,-0.497343,-0.220153,-0.469655,0.217169,-0.167617,-0.283859,0.478877,0.405799,0.708013,0.6981,-0.349787,0.108401,1.262485,-0.722182,0.56634,-0.40082,0.548741,-0.271683,-0.348786,-0.3693,-0.042146,1.022362,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1200,'2023/12/10 17:57:50:403',2,-0.09587,0.451383,0.265258,0.917445,0.371697,-0.288223,-0.444129,-0.089949,-0.109987,-0.308563,-0.524351,-0.354139,-0.468412,0.225822,-0.20829,-0.174438,0.484865,0.469482,0.664396,0.676096,-0.350089,0.101923,1.254785,-0.736697,0.563924,-0.415314,0.485293,-0.274003,-0.381727,-0.417138,-0.050818,1.012366,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1201,'2023/12/10 17:57:50:504',2,-0.080926,0.459319,0.254209,0.90427,0.381313,-0.229133,0.389437,-0.118853,-0.255908,-0.20388,-0.319133,-0.45085,-0.467086,0.249879,-0.305702,0.17903,0.460887,0.573119,0.653037,0.677193,-0.339563,0.151089,1.230527,-0.805113,0.554522,-0.390988,0.418141,-0.414734,-0.842262,-0.481881,0.107948,0.977012,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1202,'2023/12/10 17:57:50:604',2,-0.128119,0.350675,0.193313,0.737976,0.418087,-0.315205,1.090979,-0.121345,-0.22867,-0.143528,0.023152,-0.313928,-0.449555,0.13327,-0.49891,0.383671,0.489885,0.672215,0.814265,0.802857,-0.361292,0.00255,1.384627,-0.703922,0.563546,-0.320172,0.628473,-0.35741,-1.019838,-0.520682,0.304539,0.926844,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1203,'2023/12/10 17:57:50:704',2,-0.236717,0.155136,0.225543,0.376913,0.374054,-0.377875,1.286773,-0.270009,-0.276119,-0.091227,0.192472,-0.597239,-0.505748,0.016042,-0.794229,1.03282,0.47519,0.853914,0.537015,0.607947,-0.396009,-0.09035,1.46861,-0.646626,0.578627,-0.135201,0.08649,-0.440643,-1.116255,-0.520345,0.546225,0.876798,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1204,'2023/12/10 17:57:50:805',2,-0.235291,0.152098,0.227785,0.376214,0.372893,-0.388367,1.30426,-0.265568,-0.250927,-0.094483,0.201234,-0.602621,-0.502979,-0.004841,-0.812124,1.031389,0.472827,0.851514,0.539616,0.635272,-0.396845,-0.089003,1.476051,-0.62986,0.580702,-0.137645,0.082363,-0.453499,-1.093348,-0.507277,0.57949,0.876874,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1205,'2023/12/10 17:57:50:905',2,-0.162474,0.064096,0.197314,0.553506,0.441513,-0.570165,1.315664,-0.23845,-0.614117,-0.015795,-0.028676,-0.83208,-0.484658,0.237772,-0.545959,0.990009,0.397235,0.934263,0.183594,0.853223,-0.373892,0.113921,1.320114,-0.248998,0.561866,-0.314989,-0.10525,-0.29598,-0.273587,-0.658803,0.656195,0.935335,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1206,'2023/12/10 17:57:51:005',2,-0.132065,0.050361,0.224289,0.643496,0.437228,-0.514682,1.286734,-0.251538,-0.632801,-0.007148,-0.130837,-0.880074,-0.481774,0.230499,-0.44404,0.961957,0.348968,0.9291,0.034211,0.842845,-0.361571,0.081104,1.213405,-0.180725,0.557102,-0.303616,-0.158668,-0.20507,-0.062314,-0.531976,0.438704,0.929742,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1207,'2023/12/10 17:57:51:105',2,-0.11329,0.004898,0.240579,0.823904,0.394096,-0.4178,1.263306,-0.131481,-0.563496,0.048157,-0.374576,-0.866297,-0.476684,0.168862,-0.4687,0.914192,0.22832,1.137613,-0.066912,0.844899,-0.328466,-0.007272,1.148811,-0.168583,0.56131,-0.337893,-0.095157,-0.080926,0.05925,-0.332028,0.282418,0.824944,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1208,'2023/12/10 17:57:51:206',2,-0.064205,-0.158706,0.275678,0.852241,0.334493,-0.104063,1.350271,-0.046597,-0.559001,-0.086973,-0.04895,-0.593804,-0.495906,-0.014769,-0.743248,1.01055,0.052452,0.90957,-0.075988,0.621368,-0.324127,-0.214794,0.972644,-0.143659,0.645845,-0.522104,-0.492676,0.313798,0.322197,-0.034731,-0.097222,0.874281,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1209,'2023/12/10 17:57:51:306',2,-0.076591,-0.208078,0.26814,0.903377,0.394863,-0.069118,1.34116,-0.006651,-0.577304,0.001653,-0.003994,-0.539527,-0.528772,-0.014712,-0.816301,0.968188,-0.032023,0.84489,-0.05408,0.636011,-0.312037,-0.229454,0.975408,-0.146237,0.635508,-0.506411,-0.465396,0.251012,0.316368,0.086907,-0.099677,0.804677,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1210,'2023/12/10 17:57:51:406',2,-0.100398,-0.243943,0.268657,0.908978,0.500338,0.02043,1.341339,0.0258,-0.589695,0.052894,0.118228,-0.468513,-0.58035,0.004585,-0.833999,0.943552,-0.083105,0.714481,-0.061719,0.629311,-0.291386,-0.251569,0.977489,-0.149289,0.629775,-0.479071,-0.468522,0.197005,0.308242,0.176019,-0.087573,0.695511,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1211,'2023/12/10 17:57:51:507',2,-0.047992,-0.159126,0.149297,0.750683,0.669243,0.172245,1.538862,0.092137,-0.534514,0.165816,-0.018613,-0.086231,-0.678186,0.472785,-0.774685,1.089845,-0.232162,0.189998,-0.10441,0.240314,-0.25633,-0.333448,0.995936,-0.180757,0.632938,-0.353749,-0.259196,-0.216206,0.164711,0.470748,0.117529,0.440505,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1212,'2023/12/10 17:57:51:607',2,-0.073538,-0.252995,0.129047,0.698031,0.931779,0.124168,1.541978,0.150589,-0.529269,0.346628,0.057488,-0.038589,-0.745129,0.603201,-0.841196,1.065225,-0.135554,-0.18647,-0.044753,0.237652,-0.231855,-0.332092,0.984485,-0.184107,0.629052,-0.330548,-0.232066,-0.277242,0.178337,0.471069,0.158803,0.306694,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1213,'2023/12/10 17:57:51:707',2,-0.074094,-0.247305,0.210328,0.727249,1.050801,0.101325,1.525792,0.100315,-0.524413,0.562376,0.243605,-0.006467,-0.81132,0.534633,-0.707936,1.024923,-0.099056,-0.484843,-0.317688,0.264951,-0.197455,-0.347845,0.966933,-0.181983,0.638501,-0.338509,-0.205215,-0.316899,0.169217,0.473972,0.220484,0.285857,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1214,'2023/12/10 17:57:51:807',2,-0.176174,-0.358965,0.194521,1.147362,0.91279,0.240172,1.448981,0.241558,-0.47539,0.652004,0.274191,0.038015,-0.796631,0.403278,-0.668849,0.484599,-0.158942,-0.443151,-0.371771,0.464266,-0.160482,-1.039671,0.969222,-0.154732,0.640036,-0.214974,0.245269,-0.22005,0.162604,0.479709,-0.070211,0.330673,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1215,'2023/12/10 17:57:51:907',2,-0.474952,-0.540043,0.044544,1.673388,0.732593,0.412786,1.343841,0.409867,-0.576983,1.003633,0.088079,0.155974,-0.850884,0.672849,-0.982532,-0.251293,-0.492384,-0.427644,-0.583897,0.747672,-0.102687,-1.398035,0.99474,-0.096867,0.619795,-0.052346,0.529102,0.153357,0.155307,0.354831,-0.382767,0.364653,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1216,'2023/12/10 17:57:52:008',2,-0.481766,-0.507582,0.075329,1.668532,0.777654,0.431524,1.332928,0.298792,-0.581783,1.230087,0.087967,0.157331,-0.853114,0.719239,-1.075643,-0.262127,-0.593188,-0.505074,-0.766125,0.76065,-0.077179,-1.3814,0.97862,-0.093198,0.678626,-0.0931,0.537473,0.160203,0.104496,0.440299,-0.367873,0.390452,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1217,'2023/12/10 17:57:52:108',2,-0.418931,-0.468611,0.174355,1.405705,0.735561,0.43191,1.313961,0.421951,-0.544886,1.368108,-0.095307,0.121591,-0.894044,0.874574,-1.199106,-0.335505,-0.711332,-0.726529,-0.865381,0.809643,0.022105,-1.320465,0.845307,-0.13753,0.832507,-0.027472,0.371192,0.270172,0.094903,0.143482,-0.092377,0.43369,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1218,'2023/12/10 17:57:52:208',2,-0.47673,-0.309427,0.420533,0.429694,0.769236,0.371024,1.298762,0.490757,-0.451862,0.948602,-0.317543,0.141716,-0.881617,1.201821,-0.916562,-0.41782,-0.874237,-0.99569,-0.261462,0.906047,-0.027256,-1.36768,0.652649,-0.185179,0.853737,0.286533,0.185455,0.559041,0.055994,-0.364444,0.254748,0.396702,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1219,'2023/12/10 17:57:52:308',2,-0.470309,-0.298577,0.408989,0.374218,0.744514,0.365041,1.297119,0.494164,-0.444765,0.915497,-0.328117,0.151657,-0.876507,1.190791,-0.899173,-0.428353,-0.870621,-0.984478,-0.198034,0.912966,0.001781,-1.360412,0.641042,-0.189944,0.84013,0.269747,0.191185,0.52591,0.062254,-0.381657,0.256494,0.389437,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1220,'2023/12/10 17:57:52:408',2,-0.351407,-0.13765,0.479739,0.093781,0.812459,0.225361,1.255283,0.635994,-0.436454,0.842323,-0.10461,0.140977,-0.828268,1.103059,-0.81663,-0.478901,-0.864155,-1.257955,0.331138,1.014053,0.022033,-1.270881,0.554798,-0.201257,0.873107,0.200128,0.306327,0.497914,0.14228,-0.524929,0.412749,0.395033,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1221,'2023/12/10 17:57:52:508',2,-0.06844,-0.039586,0.454302,-0.152874,0.905609,0.189829,1.235019,0.663611,-0.456791,0.72118,-0.013266,0.18231,-0.777497,1.075803,-0.581159,-0.55634,-0.820903,-1.240953,1.027953,1.053425,0.120935,-1.137201,0.498202,-0.21942,0.87318,0.010431,0.321575,0.397567,0.188892,-0.588479,0.408645,0.225681,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1222,'2023/12/10 17:57:52:609',2,0.110153,0.001281,0.36051,-0.336081,0.527613,0.173218,1.222562,0.691719,-0.415303,0.539111,0.011296,0.219759,-0.684192,1.041128,-0.593997,-0.605699,-0.798836,-0.966104,1.374491,1.067253,0.244466,-1.050265,0.438029,-0.253601,0.83964,0.028254,0.32454,0.479889,0.29301,-0.644933,0.397282,-0.192733,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1223,'2023/12/10 17:57:52:709',2,0.084801,0.033304,0.498999,-0.34111,0.496741,-0.078002,1.202809,0.240245,-0.30691,0.296471,-0.422083,0.448747,-0.330655,0.595825,-0.450718,-0.839283,-0.226236,-0.619796,1.054957,1.095493,0.292708,-0.719115,0.403,-0.26369,0.840933,-0.226284,0.782681,0.711102,0.484539,-0.516915,0.267298,-0.379978,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1224,'2023/12/10 17:57:52:809',2,0.117447,-0.023758,0.515715,-0.391532,0.429544,-0.105453,1.200094,0.229948,-0.308942,0.281109,-0.431522,0.45947,-0.168413,0.568792,-0.403318,-0.852765,-0.187453,-0.560961,1.048581,1.099139,0.316777,-0.703088,0.388475,-0.264565,0.861108,-0.269829,0.805413,0.757329,0.502996,-0.456008,0.251098,-0.620788,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1225,'2023/12/10 17:57:52:909',2,0.187244,-0.043605,0.516271,-0.428826,0.282896,-0.109075,1.199125,0.207169,-0.325875,0.320589,-0.44177,0.456321,0.079007,0.55352,-0.381347,-0.856685,-0.206834,-0.462102,0.975584,1.101506,0.325887,-0.681435,0.385011,-0.259129,0.875446,-0.26303,0.802051,0.852686,0.486799,-0.423502,0.250635,-0.670846,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1226,'2023/12/10 17:57:53:011',2,0.183,-0.045124,0.51894,-0.41933,0.27296,-0.11399,1.191859,0.22041,-0.324656,0.321265,-0.45916,0.460244,0.084129,0.543541,-0.384612,-0.857964,-0.199199,-0.466149,0.966976,1.109961,0.326016,-0.677885,0.381902,-0.258021,0.880043,-0.263231,0.7915,0.862226,0.48741,-0.436711,0.24711,-0.663025,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1227,'2023/12/10 17:57:53:109',2,0.146185,-0.340716,-0.015949,0.007217,0.215838,-0.833401,1.152819,0.290012,-0.182135,0.855091,-0.188096,0.420523,-0.173166,0.014388,-0.134254,-0.820484,0.405146,-1.084755,0.794805,1.097888,0.208141,-0.671873,0.325267,-0.232029,0.279127,-0.308431,0.605658,0.936694,0.350903,0.020218,0.150351,-0.953395,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1228,'2023/12/10 17:57:53:209',2,0.148266,-0.270019,-0.023669,0.000195,0.214781,-0.848936,1.125241,0.273676,-0.188269,0.895712,-0.183889,0.405441,-0.189766,-0.009087,-0.141688,-0.829355,0.442465,-1.054334,0.823236,1.124852,0.208001,-0.648289,0.328855,-0.207553,0.262558,-0.311463,0.555841,0.922818,0.195571,0.118057,0.097125,-0.935195,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1229,'2023/12/10 17:57:53:310',2,0.151556,-0.28149,-0.019104,0.021159,0.120761,-0.865513,1.017477,0.216949,-0.15079,0.837559,-0.325443,0.351,-0.185181,0.025239,-0.146629,-0.844745,0.429344,-1.106929,0.825285,1.086218,0.211269,-0.606716,0.30876,-0.21601,0.261531,-0.334799,0.423755,0.836645,0.231972,0.256402,0.083885,-0.913062,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1230,'2023/12/10 17:57:53:410',2,0.176347,0.080441,-0.238043,-0.069451,0.171367,-0.744456,1.010245,0.150227,-0.111397,1.061171,-0.460024,0.375175,-0.251648,-0.018406,-0.104473,-0.873308,-0.055554,-0.995444,0.678017,1.063964,0.23036,-0.563871,0.299958,-0.224904,0.123,-0.458281,0.402695,0.830151,0.222021,0.362239,0.084987,-0.989395,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1231,'2023/12/10 17:57:53:511',2,0.239857,0.185955,-0.626456,-0.396435,0.342188,-0.444322,0.992328,0.052085,0.01627,1.218423,-0.440025,0.409073,-0.382701,-0.073779,0.10598,-0.934137,-0.567862,-0.472147,0.521002,0.930614,0.257497,-0.514197,0.309007,-0.274998,-0.212252,-0.365202,0.390591,0.802221,0.34452,0.581024,0.018623,-0.797243,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1232,'2023/12/10 17:57:53:612',2,0.239145,0.160455,-0.609664,-0.404795,0.353933,-0.470023,0.95766,-0.005664,0.018179,1.292725,-0.407753,0.393151,-0.408695,-0.129019,0.114869,-0.942214,-0.606255,-0.465315,0.514997,0.780306,0.259488,-0.513492,0.301733,-0.290221,-0.231304,-0.382854,0.433908,0.819579,0.407572,0.557569,0.02972,-0.787313,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1233,'2023/12/10 17:57:53:711',2,0.26928,0.143788,-0.676166,-0.618337,0.098354,-0.329437,0.918967,0.242303,0.19528,0.987701,0.010936,0.39568,-0.350232,-0.065457,0.057637,-0.978849,0.183349,-0.470343,0.346756,0.537947,0.223614,-0.44717,0.318624,-0.350237,-0.453181,-0.336023,0.596235,0.806524,0.641102,-0.321831,0.080998,-0.194034,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1234,'2023/12/10 17:57:53:811',2,0.233559,0.063166,-0.694948,-0.539214,0.225872,-0.241627,0.876107,0.273451,0.222615,0.930569,0.132028,0.372372,-0.342192,0.017974,0.01027,-0.972305,0.249878,-0.567407,0.293803,0.310583,0.167068,-0.426985,0.327884,-0.36447,-0.479552,-0.413961,0.751026,0.903323,0.593948,-0.50823,0.05634,-0.154132,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1235,'2023/12/10 17:57:53:911',2,0.225001,-0.008423,-0.6973,-0.524475,0.347038,-0.239864,0.866082,0.280747,0.078406,0.901346,0.194321,0.380054,-0.371893,-0.063656,-0.026381,-0.970514,0.270909,-0.478957,0.279056,0.160645,0.159828,-0.427022,0.328181,-0.386999,-0.492884,-0.462646,0.848235,0.954601,0.421071,-0.686197,0.013053,-0.161312,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1236,'2023/12/10 17:57:54:011',2,0.195832,-0.082456,-0.684776,-0.418019,0.411843,-0.255346,0.867614,0.27758,-0.011431,1.01041,0.169722,0.371427,-0.244312,-0.133105,-0.03443,-0.956106,0.285411,-0.552031,0.305846,0.147269,0.128213,-0.437799,0.336466,-0.390084,-0.497097,-0.495756,0.832327,0.936408,0.337021,-0.67293,0.002887,-0.164075,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1237,'2023/12/10 17:57:54:113',2,0.149652,-0.091381,-0.60291,-0.028963,0.728822,-0.305529,0.831177,0.197502,-0.685433,1.235615,-0.015558,0.323471,0.193054,-0.038863,0.055313,-0.925018,0.361785,-0.442334,0.398686,0.373004,0.069972,-0.414222,0.284068,-0.542602,-0.541649,-0.668405,0.721656,0.796872,-0.071087,-0.611488,0.122407,-0.178266,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1238,'2023/12/10 17:57:54:210',2,0.144295,-0.024547,-0.60473,-0.012703,0.74093,-0.323852,0.785911,0.186999,-0.763583,1.203001,-0.038276,0.291957,0.185143,-0.009897,0.064422,-0.935458,0.378459,-0.426117,0.362005,0.4369,0.073198,-0.374803,0.282694,-0.565148,-0.553513,-0.721245,0.672684,0.74774,-0.123931,-0.637677,0.27051,-0.182404,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1239,'2023/12/10 17:57:54:312',2,0.125628,0.114866,-0.629669,0.012111,0.743909,-0.347669,0.687585,0.148085,-0.818933,1.154314,-0.062758,0.232679,0.182533,-0.062277,0.094348,-0.956545,0.388077,-0.422575,0.305884,0.571141,0.076973,-0.303822,0.288162,-0.584697,-0.568346,-0.80726,0.5718,0.672736,-0.145961,-0.642433,0.494776,-0.193773,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1240,'2023/12/10 17:57:54:413',2,0.082429,0.372495,-0.672181,0.228564,-0.109622,-0.256951,0.707562,0.115596,-0.914807,0.986484,0.060935,0.163022,0.044346,-0.343974,0.171956,-0.87283,0.289583,0.499355,0.16283,0.684969,-0.101344,-0.373522,0.311717,-0.592654,-0.552974,-0.94492,0.514304,0.760535,-0.129094,-0.669445,0.57213,-0.406504,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1241,'2023/12/10 17:57:54:513',2,0.001001,0.573621,-0.676125,0.362283,-0.281632,-0.160808,0.219815,0.064674,-0.039311,0.755599,0.183166,-0.06611,0.00055,-0.526174,0.289781,-0.9688,0.296306,0.793444,-0.159556,0.647083,-0.153466,-0.129253,0.273498,-0.556745,-0.523448,-1.250792,-0.101902,0.603626,0.480698,-0.438776,1.275676,-0.431072,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1242,'2023/12/10 17:57:54:613',2,-0.012394,0.5605,-0.671994,0.381338,-0.257817,-0.147271,0.139782,0.04535,0.12191,0.727381,0.184353,-0.096786,-0.010053,-0.507741,0.314375,-0.98658,0.297443,0.779563,-0.168621,0.505517,-0.153104,-0.089639,0.253589,-0.558964,-0.519826,-1.265519,-0.156912,0.579046,0.532272,-0.409721,1.325839,-0.426566,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1243,'2023/12/10 17:57:54:713',2,-0.067383,0.571914,-0.665799,0.379351,-0.21756,-0.15026,0.10539,0.009627,0.194799,0.674448,0.159174,-0.120403,-0.0538,-0.566628,0.312265,-0.989794,0.271699,0.886728,-0.212671,0.414304,-0.192372,-0.098522,0.262312,-0.552409,-0.504136,-1.286216,-0.166584,0.502144,0.526451,-0.414674,1.350034,-0.464437,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1244,'2023/12/10 17:57:54:813',2,-0.605267,0.327506,-0.591107,0.417262,1.113718,-0.041628,0.069978,-0.114258,0.049319,1.255931,0.075119,-0.170413,-0.497345,-0.466904,0.207511,-0.987945,0.296424,-0.028169,-0.134907,-0.096126,-0.385737,-0.208841,0.301323,-0.487838,-0.390629,-0.891025,-0.161988,-0.371155,0.261722,-0.18728,1.284949,-0.087106,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1245,'2023/12/10 17:57:54:914',2,-0.589561,0.220207,-0.583107,0.413424,1.137512,-0.020056,0.071259,-0.058479,0.029051,1.304794,0.054725,-0.172536,-0.497531,-0.476828,0.154934,-0.950012,0.293686,-0.010025,-0.11768,-0.012269,-0.389826,-0.062346,0.297654,-0.49008,-0.387296,-0.980787,-0.184405,-0.417473,0.222978,-0.208512,1.240227,-0.089545,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1246,'2023/12/10 17:57:55:014',2,-0.562484,0.152984,-0.565032,0.42349,1.168477,0.022471,0.073774,0.068925,-0.015237,1.334499,0.014624,-0.184815,-0.493377,-0.451942,0.125921,-0.913374,0.286932,0.022407,-0.101619,0.104618,-0.395489,0.099137,0.29841,-0.493016,-0.384086,-1.030567,-0.183799,-0.507379,0.193397,-0.22375,1.224948,-0.091923,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1247,'2023/12/10 17:57:55:115',2,-0.505014,0.492008,-0.542496,0.455668,1.092219,-0.067203,0.07028,-0.078395,-0.022575,1.320992,0.128076,-0.161542,-0.444396,-0.309865,0.037927,-0.82016,0.382466,0.088131,-0.163524,0.277603,-0.450204,0.221235,0.295537,-0.498716,-0.373126,-1.063666,-0.078312,-0.539627,0.183905,-0.534939,1.35952,0.213336,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1248,'2023/12/10 17:57:55:214',2,-0.462868,0.729813,-0.532777,0.461768,1.004478,-0.178324,0.066318,-0.16404,0.059997,1.152781,0.160269,-0.134351,-0.383713,-0.247701,0.007691,-0.78396,0.362128,0.182149,-0.193843,0.313656,-0.459525,0.190331,0.301175,-0.499364,-0.36298,-1.120681,0.015191,-0.500276,0.212418,-0.48125,1.469108,0.315001,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1249,'2023/12/10 17:57:55:314',2,-0.454579,0.715446,-0.515192,0.450893,0.975908,-0.176164,0.023447,-0.122833,-0.019728,1.172777,0.085564,0.017654,-0.375357,-0.128061,0.002404,-0.753198,0.364413,0.164606,-0.211463,0.519359,-0.470073,0.067394,0.310808,-0.49741,-0.358998,-1.204523,0.233667,-0.430357,0.261042,-0.341017,1.526257,0.311119,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1250,'2023/12/10 17:57:55:415',2,-0.454019,0.718287,-0.51599,0.449602,0.979833,-0.175325,0.018557,-0.116103,-0.027682,1.172617,0.08758,0.025262,-0.374683,-0.136376,0.0033,-0.750983,0.362658,0.164301,-0.211555,0.534219,-0.470562,0.058828,0.31161,-0.496548,-0.358469,-1.205203,0.240617,-0.428803,0.261966,-0.339792,1.513455,0.310953,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1251,'2023/12/10 17:57:55:515',2,-0.456301,0.740473,-0.525807,0.435952,1.02735,-0.14236,-0.045008,-0.002652,-0.082656,1.162932,0.128792,0.142538,-0.366196,-0.23635,0.033065,-0.738672,0.324818,0.148526,-0.220255,0.70384,-0.473807,-0.036234,0.310561,-0.489188,-0.345991,-1.151787,0.280379,-0.391872,0.248205,-0.383479,1.307159,0.309205,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1252,'2023/12/10 17:57:55:615',2,-0.467495,0.750761,-0.54179,0.422562,1.061639,-0.091552,-0.138124,0.062936,-0.087128,1.176416,0.178246,0.15672,-0.361749,-0.42237,0.044223,-0.72952,0.282481,0.120752,-0.235478,0.891549,-0.479485,-0.099894,0.299081,-0.473076,-0.332057,-1.083667,0.260036,-0.357273,0.255099,-0.42171,1.027077,0.306947,0,0.58,0.39,0,0.73,0.7,0.12,0.5
1253,'2023/12/10 17:57:55:716',2,-0.391353,0.820621,-0.567462,0.417359,1.088833,0.116528,-0.294919,0.141807,-0.153485,1.14262,0.319796,-0.106559,-0.343406,-0.821606,0.052633,-0.661721,0.246554,0.064975,-0.272312,1.059708,-0.485581,-0.100873,0.29226,-0.445341,-0.31273,-0.947549,0.447151,-0.558067,0.273617,-0.515257,0.590192,0.313363,0,0.58,0.39,0,0.73,0.7,0.12,0.5
