@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric

@data
1619,'2023/12/10 17:59:27:002',2,0.071884,-0.276012,0.451379,0.420944,-1.037165,1.312091,0.605708,-0.283424,-0.61285,-0.925759,-0.066795,-0.70979,-0.511399,0.604221,-0.178298,-0.724645,-0.216505,0.609752,-1.688082,0.027306,-0.373736,0.258495,-0.205362,-0.537147,0.382702,-1.070128,-0.982324,0.917378,0.616585,0.177451,-0.425136,0.206529,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1620,'2023/12/10 17:59:27:102',2,0.088913,-0.315268,0.443858,0.455492,-1.029754,1.242567,0.603693,-0.261972,-0.556231,-0.878776,-0.021365,-0.71379,-0.512395,0.584269,-0.150693,-0.720044,-0.22716,0.620403,-1.722055,0.030515,-0.367298,0.262092,-0.182234,-0.527864,0.378828,-1.073423,-0.929966,0.885258,0.606224,0.195725,-0.477216,0.2089,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1621,'2023/12/10 17:59:27:203',2,0.098698,-0.332364,0.425072,0.454296,-1.041735,1.241879,0.59469,-0.276885,-0.514341,-0.827274,0.020641,-0.729968,-0.507572,0.515506,-0.15332,-0.713732,-0.23911,0.613952,-1.718167,0.046228,-0.36777,0.267012,-0.166804,-0.519204,0.379569,-1.016019,-0.863637,0.852361,0.564573,0.192291,-0.525297,0.208125,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1622,'2023/12/10 17:59:27:301',2,0.117218,-0.293134,0.418319,0.430622,-1.051461,1.233159,0.591362,-0.264912,-0.47329,-0.862386,-0.022834,-0.745333,-0.494562,0.492287,-0.144191,-0.698587,-0.2299,0.604798,-1.690275,0.045017,-0.37134,0.235173,-0.142576,-0.513893,0.378297,-0.983439,-0.760192,0.822907,0.554595,0.205189,-0.537719,0.202314,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1623,'2023/12/10 17:59:27:403',2,0.133581,-0.25298,0.397933,0.422391,-1.085939,1.244568,0.578936,-0.307905,-0.469606,-0.866633,-0.101252,-0.766141,-0.483728,0.520612,-0.150677,-0.679218,-0.220107,0.600272,-1.67319,0.073578,-0.376358,0.218624,-0.115139,-0.508126,0.375166,-0.894631,-0.620127,0.794802,0.549176,0.207516,-0.523111,0.191147,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1624,'2023/12/10 17:59:27:501',2,0.147604,-0.222918,0.369924,0.462428,-1.194746,1.254767,0.562322,-0.349948,-0.568578,-0.803818,-0.270436,-0.778385,-0.467709,0.722617,-0.225483,-0.656879,-0.196395,0.626733,-1.676718,0.153891,-0.374732,0.232193,-0.050884,-0.51524,0.360436,-0.730413,-0.39734,0.784768,0.543107,0.144973,-0.368854,0.170893,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1625,'2023/12/10 17:59:27:603',2,0.152418,-0.190562,0.363133,0.45254,-1.218316,1.225168,0.557105,-0.36386,-0.594471,-0.78003,-0.284409,-0.787913,-0.461032,0.796448,-0.188214,-0.652367,-0.165737,0.63815,-1.665245,0.146838,-0.37322,0.238149,-0.024024,-0.52561,0.352176,-0.740577,-0.325009,0.772245,0.55276,0.164626,-0.281281,0.162807,0,0.32,0.31,0,0.72,0.74,0.12,0.5
1626,'2023/12/10 17:59:27:703',2,0.145018,-0.204681,0.359694,0.453595,-1.21669,1.204332,0.531112,-0.354013,-0.440663,-0.786781,-0.285217,-0.805252,-0.45872,0.785867,-0.190523,-0.660752,-0.180133,0.643913,-1.653366,0.047556,-0.376273,0.245082,-0.006291,-0.524268,0.354871,-0.781807,-0.268568,0.787622,0.521863,0.166612,-0.139481,0.156741,0,0.32,0.47,0,0.72,0.74,0.12,0.5
1627,'2023/12/10 17:59:27:804',2,0.112499,-0.304758,0.338123,0.417827,-1.174008,1.2492,0.499309,-0.283402,-0.542787,-0.812913,-0.249363,-0.809791,-0.455921,0.54753,-0.289129,-0.696139,-0.193023,0.669653,-1.586682,-0.27676,-0.382693,0.244605,0.050856,-0.52775,0.350199,-0.856653,-0.215699,0.843594,0.282876,0.076039,0.274042,0.139723,0,0.32,0.83,0,0.72,0.74,0.12,0.5
1628,'2023/12/10 17:59:27:904',2,0.056864,-0.382095,0.298915,0.341366,-1.10175,1.369339,0.500877,-0.17339,-0.634552,-0.823131,-0.127052,-0.780255,-0.445434,0.02046,-0.353713,-0.731073,-0.22311,0.635219,-1.431468,-0.565677,-0.39697,0.195721,0.150646,-0.52773,0.335344,-0.968141,-0.255985,0.955784,-0.059493,-0.030571,0.699364,0.099741,0,0.32,0.83,0,0.72,0.74,0.12,0.5
1629,'2023/12/10 17:59:28:004',2,0.042248,-0.412445,0.315069,0.325676,-1.098148,1.410947,0.514961,-0.145572,-0.59477,-0.823337,-0.118739,-0.762601,-0.435604,-0.146903,-0.381272,-0.731641,-0.234751,0.616813,-1.3721,-0.568605,-0.402194,0.166265,0.196193,-0.549795,0.335414,-0.885822,-0.281219,0.965732,-0.18195,-0.053391,0.694041,0.082511,0,0.32,0.8,0,0.72,0.74,0.12,0.5
1630,'2023/12/10 17:59:28:105',2,0.032544,-0.488013,0.348502,0.311991,-1.113363,1.41947,0.53539,-0.116444,-0.489148,-0.81455,-0.143739,-0.741099,-0.423924,-0.267683,-0.412279,-0.730155,-0.223264,0.601279,-1.313053,-0.564593,-0.405935,0.138774,0.24757,-0.58206,0.334742,-0.708007,-0.305996,0.962133,-0.153493,-0.030405,0.677581,0.065661,0,0.32,0.71,0,0.72,0.74,0.12,0.5
1631,'2023/12/10 17:59:28:204',2,0.020483,-0.604195,0.367516,0.292189,-1.112443,1.457987,0.560765,-0.046544,-0.370689,-0.801246,-0.114858,-0.70495,-0.408715,-0.466691,-0.412358,-0.729733,-0.197807,0.546936,-1.239914,-0.470541,-0.406124,0.107531,0.306804,-0.641811,0.317687,-0.52217,-0.339401,0.95607,-0.208495,0.029879,0.641136,0.036662,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1632,'2023/12/10 17:59:28:302',2,-0.024938,-0.415604,0.2969,0.190882,-1.162858,1.129241,0.596528,0.039069,-0.415652,-0.750882,-0.09886,-0.614875,-0.386848,-1.007656,-0.434634,-0.737748,-0.146237,0.411965,-1.058175,-0.098987,-0.397897,0.07131,0.493031,-0.89293,0.243703,-0.098915,-0.414116,0.959638,-0.672509,0.418517,0.680781,-0.037785,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1633,'2023/12/10 17:59:28:405',2,-0.01505,-0.377486,0.282886,0.186981,-1.166368,1.083754,0.599463,0.061636,-0.403054,-0.753956,-0.173187,-0.614539,-0.382162,-0.966319,-0.43224,-0.731176,-0.134809,0.406007,-1.045346,-0.099573,-0.396535,0.071098,0.513169,-0.904339,0.235984,-0.087363,-0.420038,0.934403,-0.715492,0.383543,0.590699,-0.041842,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1634,'2023/12/10 17:59:28:504',2,0.012673,-0.377326,0.266537,0.199179,-1.154317,1.100468,0.594894,0.156312,-0.339951,-0.799436,-0.421823,-0.626052,-0.370315,-0.871072,-0.496772,-0.708377,-0.129009,0.440013,-1.042319,-0.124139,-0.399802,0.053024,0.534778,-0.9059,0.229371,0.027601,-0.374186,0.868011,-0.733682,0.260021,0.505412,-0.052473,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1635,'2023/12/10 17:59:28:604',2,0.015472,-0.359327,0.260731,0.194463,-1.146458,1.116318,0.597192,0.200774,-0.338459,-0.809702,-0.463593,-0.631383,-0.370841,-0.848118,-0.509824,-0.70082,-0.126043,0.446292,-1.040709,-0.123972,-0.398617,0.045693,0.538516,-0.911744,0.227836,0.051382,-0.389885,0.864555,-0.72578,0.253509,0.504594,-0.056391,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1636,'2023/12/10 17:59:28:705',2,0.021082,-0.310791,0.251025,0.168129,-1.133996,1.116054,0.6031,0.284981,-0.32654,-0.778242,-0.544346,-0.653006,-0.370476,-0.82727,-0.500905,-0.672895,-0.124919,0.465384,-1.042082,-0.149177,-0.396834,0.018402,0.546981,-0.926829,0.226305,0.06724,-0.45717,0.837389,-0.68533,0.226658,0.512557,-0.061408,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1637,'2023/12/10 17:59:28:806',2,0.020345,-0.317078,0.248606,0.162764,-1.133213,1.140525,0.604667,0.35276,-0.335565,-0.794698,-0.548023,-0.673863,-0.371376,-0.770984,-0.561095,-0.645141,-0.119752,0.474145,-1.034511,-0.171077,-0.39463,-0.02615,0.553537,-0.920915,0.229228,0.156526,-0.490954,0.857696,-0.675411,0.226436,0.545568,-0.064876,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1638,'2023/12/10 17:59:28:905',2,0.030082,-0.32928,0.257323,0.140087,-1.114215,1.167567,0.608879,0.533897,-0.348044,-0.811098,-0.512122,-0.721157,-0.38289,-0.658827,-0.651672,-0.57949,-0.129716,0.504934,-1.028055,-0.238217,-0.390292,-0.136508,0.572319,-0.913584,0.234359,0.25653,-0.52238,0.854338,-0.585017,0.240587,0.589785,-0.078583,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1639,'2023/12/10 17:59:29:005',2,0.041187,-0.24397,0.254013,0.071565,-1.054742,1.148524,0.614026,0.761094,-0.324103,-0.842945,-0.352514,-0.782424,-0.390963,-0.572771,-0.703035,-0.510777,-0.152838,0.529982,-1.004997,-0.296048,-0.38692,-0.280625,0.594567,-0.903785,0.243304,0.345151,-0.59559,0.821158,-0.416446,0.163862,0.656956,-0.089838,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1640,'2023/12/10 17:59:29:106',2,0.115587,-0.160549,0.204202,-0.113791,-0.970249,1.040739,0.635932,0.459056,-0.437372,-0.983694,-0.062134,-0.867072,-0.39269,-0.315709,-0.791531,-0.362021,-0.166719,0.525365,-0.908688,-0.305191,-0.383191,-0.485655,0.619878,-0.899257,0.253421,0.368996,-0.914274,0.721309,-0.337344,-0.089538,0.879012,-0.112692,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1641,'2023/12/10 17:59:29:206',2,0.137091,-0.131778,0.188752,-0.217893,-0.979567,0.950128,0.644858,0.220115,-0.471458,-1.022345,0.035149,-0.875538,-0.390208,-0.182089,-0.875929,-0.297147,-0.168094,0.492675,-0.873182,-0.30356,-0.380935,-0.575836,0.626971,-0.910726,0.260767,0.347254,-1.020146,0.73998,-0.31829,-0.108413,0.965602,-0.116698,0,0.32,0.7,0,0.72,0.74,0.12,0.5
1642,'2023/12/10 17:59:29:305',2,0.156538,-0.11352,0.170889,-0.266826,-1.001885,0.89514,0.642466,-0.008968,-0.488334,-1.041168,0.047763,-0.813589,-0.385457,-0.103274,-0.971097,-0.261263,-0.167987,0.467559,-0.882268,-0.33694,-0.378979,-0.622404,0.626878,-0.925999,0.264325,0.384441,-1.070806,0.716296,-0.309095,-0.105865,1.039326,-0.120751,0,0.37,0.7,0,0.72,0.74,0.12,0.5
1643,'2023/12/10 17:59:29:408',2,0.171686,-0.096183,0.167199,-0.268264,-1.011517,0.899573,0.642683,-0.068962,-0.515022,-1.067412,0.061559,-0.766685,-0.380748,-0.056954,-1.026319,-0.243274,-0.165284,0.467964,-0.890127,-0.345275,-0.376801,-0.601198,0.62711,-0.939546,0.26541,0.424416,-1.083233,0.669927,-0.327267,-0.116885,1.073995,-0.124066,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1644,'2023/12/10 17:59:29:507',2,0.173617,-0.13394,0.16562,-0.280849,-1.023422,0.889128,0.646662,-0.114352,-0.509944,-1.04862,0.048334,-0.746045,-0.379296,-0.03474,-1.064309,-0.222707,-0.171424,0.456181,-0.888337,-0.332017,-0.377781,-0.538753,0.628804,-0.945152,0.266638,0.404806,-1.066784,0.700966,-0.342501,-0.111114,1.060126,-0.127704,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1645,'2023/12/10 17:59:29:608',2,0.203962,-0.252098,0.145378,-0.336097,-1.186044,0.903579,0.645617,-0.573271,-0.46973,-0.992816,-0.080791,-0.537257,-0.364733,0.090896,-1.271911,-0.082485,-0.142909,0.37379,-0.893633,-0.247667,-0.390199,0.171061,0.649306,-0.959925,0.276295,0.386878,-0.993678,0.671816,-0.464089,-0.119724,1.073353,-0.14064,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1646,'2023/12/10 17:59:29:707',2,0.18401,-0.352884,0.141989,-0.2694,-1.320137,1.046578,0.554304,-0.642325,-0.346325,-0.938707,-0.233759,-0.275429,-0.361502,0.345363,-1.249254,-0.049549,-0.130682,0.345915,-0.991087,-0.089265,-0.397357,0.614443,0.658914,-0.962362,0.287482,0.546035,-0.788157,0.636386,-0.484343,-0.078787,1.293615,-0.143178,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1647,'2023/12/10 17:59:29:806',2,0.182999,-0.349987,0.141746,-0.268776,-1.323702,1.045998,0.546975,-0.65364,-0.33267,-0.942827,-0.223187,-0.276625,-0.361753,0.341177,-1.245898,-0.048759,-0.131997,0.345116,-0.997072,-0.101266,-0.397361,0.623369,0.658079,-0.96459,0.287842,0.546296,-0.787269,0.6381,-0.484332,-0.068283,1.301552,-0.142986,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1648,'2023/12/10 17:59:29:907',2,0.186647,-0.347189,0.143457,-0.28032,-1.335679,1.030344,0.457285,-0.759901,-0.320528,-0.929565,-0.228946,-0.263149,-0.367573,0.344326,-1.245812,-0.037087,-0.123091,0.314478,-1.030816,-0.110223,-0.394728,0.647508,0.646032,-1.003712,0.288068,0.541668,-0.837689,0.634138,-0.440176,-0.038816,1.263399,-0.140423,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1649,'2023/12/10 17:59:30:008',2,0.186705,-0.348871,0.144359,-0.279058,-1.334544,1.034846,0.450862,-0.751945,-0.320376,-0.928133,-0.226775,-0.259866,-0.367942,0.339676,-1.2444,-0.037582,-0.123983,0.312822,-1.03239,-0.107015,-0.394555,0.647493,0.644601,-1.004199,0.288265,0.54504,-0.842738,0.632996,-0.436365,-0.040974,1.258741,-0.140127,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1650,'2023/12/10 17:59:30:108',2,0.181517,-0.364864,0.145478,-0.267327,-1.328996,1.075977,0.409025,-0.733043,-0.323282,-0.925075,-0.204748,-0.206455,-0.369719,0.322081,-1.229291,-0.045185,-0.126444,0.313284,-1.044724,-0.035321,-0.391882,0.610576,0.637439,-1.001122,0.290965,0.570631,-0.856396,0.64114,-0.419079,-0.052713,1.234715,-0.137957,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1651,'2023/12/10 17:59:30:207',2,0.177618,-0.372025,0.145783,-0.254357,-1.330568,1.09072,0.385261,-0.734222,-0.32017,-0.92178,-0.202406,-0.151487,-0.371406,0.328822,-1.23181,-0.050885,-0.125702,0.319379,-1.059652,-0.033054,-0.3898,0.602485,0.634916,-1.001531,0.291585,0.603757,-0.866184,0.639129,-0.415744,-0.063904,1.246197,-0.137739,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1652,'2023/12/10 17:59:30:308',2,0.196813,-0.383496,0.131086,-0.248159,-1.295071,1.149673,0.183526,-0.811665,-0.286569,-0.883736,-0.105714,0.081933,-0.370101,0.194414,-1.25384,-0.044218,-0.129074,0.363004,-1.085085,0.15665,-0.385921,0.325608,0.63433,-0.968031,0.305553,0.668499,-0.994065,0.663483,-0.356366,-0.069912,0.893212,-0.133056,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1653,'2023/12/10 17:59:30:409',2,0.316458,-0.495088,0.110468,-0.070735,-1.209037,1.46315,0.116286,-0.911177,-0.269612,-1.128532,-0.252799,0.155643,-0.354626,0.129105,-1.069163,-0.004904,-0.277548,0.313264,-1.046734,0.154341,-0.407795,-0.123742,0.385682,-0.540449,0.393728,0.575755,-1.251701,0.667378,0.320013,-0.03537,-0.283741,-0.013418,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1654,'2023/12/10 17:59:30:508',2,0.516368,-0.605136,-0.017626,-0.189653,-1.10581,1.527886,0.105628,-0.643143,0.016042,-1.103775,0.181758,0.17888,-0.339702,-0.303684,-0.99179,0.115562,-0.369454,0.266367,-1.183319,-0.753291,-0.397785,-0.378508,0.456529,-0.143442,0.513321,0.443318,-0.691891,0.307189,1.258381,0.177041,-0.371762,0.047274,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1655,'2023/12/10 17:59:30:608',2,0.562269,-0.656799,0.001456,-0.216282,-1.078606,1.474568,0.107624,-0.438121,0.084048,-1.058525,0.319018,0.252467,-0.342404,-0.297611,-0.974168,0.132425,-0.344734,0.258134,-1.303224,-0.837366,-0.393742,-0.38832,0.477302,-0.127357,0.504632,0.348115,-0.649439,0.173546,1.346283,0.220052,-0.407138,0.043547,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1656,'2023/12/10 17:59:30:709',2,0.637636,-0.832733,0.025489,-0.316476,-1.166119,1.190465,0.111446,0.13179,0.090461,-1.005821,0.711746,0.390891,-0.363306,-0.304225,-1.064373,0.136726,-0.308332,0.266198,-1.719036,-1.009915,-0.349315,-0.560585,0.582101,-0.076825,0.478077,0.066418,-0.809072,-0.22101,1.487392,0.200252,-0.648763,0.035657,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1657,'2023/12/10 17:59:30:809',2,0.647999,0.565254,-0.327072,-0.313325,-1.240068,1.416499,0.093685,0.520141,-0.691747,-1.127322,0.348081,0.251913,-0.324007,-0.019252,-0.649428,0.082953,-0.477362,0.176771,-1.658592,-0.754084,-0.33839,-0.507597,0.607644,0.183559,0.459187,-0.074786,-1.247658,-0.168014,0.664717,0.345343,-0.589327,0.066261,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1658,'2023/12/10 17:59:30:909',2,0.597522,0.501871,-0.303316,-0.311894,-1.40561,1.454162,0.086409,0.678057,-0.690424,-0.989209,0.428471,0.445369,-0.307699,0.058045,-0.56268,0.0585,-0.510316,0.243857,-1.730952,-0.737283,-0.341849,-0.446229,0.626346,0.188138,0.472709,0.005074,-1.267416,-0.146895,0.628812,0.412695,-0.640101,0.063691,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1659,'2023/12/10 17:59:31:009',2,0.630102,0.683012,-0.484042,-0.331581,-1.388748,1.058822,0.071362,0.617284,-0.648808,-1.013265,0.669634,0.468462,-0.331807,0.100834,-0.546206,0.064379,-0.531661,0.220478,-1.894389,-0.586263,-0.329716,-0.359232,0.564111,0.227634,0.424663,0.096899,-1.258778,-0.189973,0.403537,0.573906,-0.600664,0.045461,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1660,'2023/12/10 17:59:31:110',2,0.763891,0.628025,-0.387573,-0.099594,-1.079439,0.602,0.006392,0.542884,-0.464453,-1.444446,0.821063,0.127286,-0.43654,0.116242,-0.789252,0.131801,-0.576632,0.44788,-2.144517,-0.292741,-0.257705,-0.231989,0.222509,0.247433,0.432502,0.596126,-0.673425,-0.285686,0.323895,0.559926,-0.250146,0.098075,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1661,'2023/12/10 17:59:31:210',2,0.751155,0.68077,-0.342489,-0.07482,-1.037482,0.532149,-0.002377,0.413792,-0.482259,-1.087625,0.85895,0.098311,-0.474371,0.090302,-0.781705,0.138158,-0.643648,0.339003,-2.221241,-0.285446,-0.252326,-0.234976,0.206063,0.252856,0.47165,0.568269,-0.630046,-0.331353,0.301397,0.552641,-0.238149,0.023394,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1662,'2023/12/10 17:59:31:311',2,0.687641,0.930146,-0.179673,0.404933,-0.998322,0.043004,-0.046431,0.425158,-0.530409,-0.380985,0.751865,0.028881,-0.548627,-0.123897,-0.944456,0.217681,-0.61912,-0.385686,-2.262192,-0.193091,-0.295259,-0.260898,0.104671,0.291774,0.70564,0.617468,-0.456751,-0.395154,0.093898,0.419035,-0.145405,-0.239551,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1663,'2023/12/10 17:59:31:410',2,0.84814,0.953428,-0.135225,0.573303,-1.086863,0.326345,-0.032373,0.372957,-0.354878,-0.536243,0.237169,0.050012,-0.552579,-0.211668,-0.859113,0.345892,-0.60388,-0.529438,-2.372551,-0.325871,-0.287632,-0.343882,-0.049991,0.285665,0.733513,0.699665,-0.31124,-0.577193,0.007866,0.716132,0.038468,-0.161173,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1664,'2023/12/10 17:59:31:511',2,0.858722,0.952739,-0.12853,0.563915,-1.109088,0.33038,-0.017578,0.333947,-0.34328,-0.532366,0.238127,0.004979,-0.552622,-0.167523,-0.862407,0.355019,-0.600998,-0.535195,-2.371577,-0.359894,-0.287374,-0.320002,-0.050743,0.282614,0.732769,0.684422,-0.254238,-0.599502,0.004069,0.748978,0.081762,-0.158908,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1665,'2023/12/10 17:59:31:611',2,0.860049,0.959874,-0.12496,0.568255,-1.11579,0.316341,-0.012313,0.332015,-0.339659,-0.53705,0.230728,0.008828,-0.5531,-0.160612,-0.859604,0.358745,-0.595438,-0.547973,-2.37341,-0.374837,-0.287495,-0.323292,-0.055002,0.282675,0.738829,0.677613,-0.249009,-0.609192,-0.004477,0.75797,0.084102,-0.160735,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1666,'2023/12/10 17:59:31:711',2,0.831892,1.049378,-0.06583,0.67987,-1.169124,0.06809,-0.022901,0.386974,-0.361629,-0.35608,0.254721,0.011269,-0.557773,-0.209123,-0.896603,0.379106,-0.403247,-0.779509,-2.323719,-0.386197,-0.305496,-0.308152,-0.070614,0.289928,0.806338,0.708252,-0.258675,-0.570001,-0.023586,0.592666,0.084536,-0.247492,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1667,'2023/12/10 17:59:31:813',2,0.646848,1.039474,-0.033251,0.823202,-1.181028,0.025439,0.086182,0.638167,-0.374011,-0.411382,0.342102,-0.505465,-0.602937,-0.235175,-0.698825,0.108219,-0.554702,-0.654442,-2.367927,-0.531729,-0.292133,-0.248644,-0.133291,0.282315,0.784192,0.917602,-0.676535,-0.458487,0.036853,0.484592,-0.046305,-0.248172,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1668,'2023/12/10 17:59:31:911',2,0.26704,0.956053,-0.077326,1.079205,-0.710025,0.000929,0.072204,0.791188,-0.350901,-0.270061,0.338739,-0.388953,-0.533857,-0.366421,-0.650858,-0.196943,-0.678473,-0.377665,-2.513005,-0.41711,-0.230812,-0.377778,-0.143082,0.290962,0.758536,0.886462,-0.61199,-0.426775,0.082626,0.656051,-0.220547,-0.15571,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1669,'2023/12/10 17:59:32:011',2,0.147892,0.961095,-0.086725,1.048536,-0.197927,0.01135,0.064285,0.774547,-0.36114,-0.248817,0.335962,-0.380438,-0.409442,-0.405501,-0.608185,-0.19832,-0.709635,-0.475939,-2.516613,-0.408953,-0.201542,-0.427624,-0.165262,0.287592,0.756745,0.823713,-0.588539,-0.58795,0.095406,0.721221,-0.178039,-0.099881,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1670,'2023/12/10 17:59:32:112',2,0.069523,0.916114,-0.117459,1.01611,0.59899,-0.000533,0.04839,0.714082,-0.385028,-0.010065,0.271642,-0.357486,-0.118497,-0.388604,-0.463001,-0.255276,-0.752307,-0.707094,-2.457323,-0.364238,-0.135156,-0.506259,-0.209092,0.287971,0.743688,0.838056,-0.573713,-0.610631,0.107656,0.822279,-0.142281,0.103876,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1671,'2023/12/10 17:59:32:212',2,-0.239816,1.042489,-0.168598,0.798247,0.322986,-0.233159,0.020931,0.637391,-0.315803,-0.01611,-0.100019,-0.251407,-0.151378,-0.308268,-0.547949,-0.45506,-0.93378,-0.899362,-2.182017,-0.31938,-0.148259,0.293559,-0.267538,0.281636,0.76398,0.924738,-0.503712,0.399139,-0.009042,0.965688,-0.464217,0.141223,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1672,'2023/12/10 17:59:32:312',2,-0.242084,1.06088,-0.161494,0.716976,0.353806,-0.289595,0.016747,0.640506,-0.311971,-0.032424,-0.133367,-0.245437,-0.161487,-0.315084,-0.527287,-0.464487,-0.906412,-0.898425,-2.158895,-0.321704,-0.143464,0.333302,-0.278549,0.282008,0.769596,0.941892,-0.485766,0.449188,-0.002453,0.947069,-0.482359,0.135144,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1673,'2023/12/10 17:59:32:412',2,-0.211166,1.065416,-0.157372,0.643943,0.342575,-0.308976,0.011672,0.598647,-0.294357,-0.08592,-0.148879,-0.232177,-0.156937,-0.325337,-0.53484,-0.481425,-0.886799,-0.799047,-2.147295,-0.31979,-0.100249,0.383525,-0.297386,0.278312,0.769039,0.940935,-0.457208,0.524258,0.00907,0.955783,-0.484966,0.117759,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1674,'2023/12/10 17:59:32:513',2,-0.115447,1.062682,-0.143749,0.024825,-0.042267,-0.309775,-0.015864,0.524226,-0.203511,-0.555534,0.016889,-0.228965,-0.241958,-0.315693,-0.350866,-0.556554,-0.909413,-0.936614,-1.825901,-0.205064,0.007348,0.320972,-0.449686,0.271022,0.758469,0.83875,-0.29397,0.757215,-0.004858,0.878993,-0.405715,0.134434,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1675,'2023/12/10 17:59:32:614',2,-0.101354,1.077984,-0.16203,-0.125725,-0.021094,-0.136467,-0.030407,0.483871,-0.185301,-0.571166,0.156411,-0.239908,-0.331235,-0.363894,-0.348999,-0.560027,-0.916896,-1.002162,-1.843544,-0.123122,0.039361,0.314759,-0.53764,0.26728,0.773553,0.877953,-0.15449,0.795427,-0.051579,0.778647,-0.369235,0.173108,0,0.48,0.7,0,0.72,0.74,0.12,0.5
1676,'2023/12/10 17:59:32:713',2,-0.048669,1.010138,-0.211666,-0.358422,-0.387734,-0.230321,-0.071362,0.540202,-0.106329,-0.4755,0.16984,-0.165092,0.001394,-0.520355,-0.181083,-0.624838,-0.895966,-0.719525,-1.208459,-0.050572,0.375147,0.390369,-0.689748,0.233807,0.704751,0.912001,0.026875,0.778963,0.011685,0.686636,-0.214936,0.357765,0,0.48,0.7,0,0.72,0.74,0.12,0.5
